2019-02-06 10:38:54,793 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@e45f292: startup date [Wed Feb 06 10:38:54 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-02-20 09:00:14,504 | INFO  | Listening for connections at: mqtt://LAPTOP-CPIH0AFD:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-20 09:00:14,504 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-20 09:00:14,509 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-02-20 09:00:14,568 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-02-20 09:00:14,623 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@2744d410{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-02-20 09:00:14,677 | INFO  | Listening for connections at ws://LAPTOP-CPIH0AFD:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-02-20 09:00:14,677 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-20 09:00:14,678 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-8681-1550649614234-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-20 09:00:14,678 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-20 09:00:15,272 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-02-20 09:00:15,916 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-02-20 09:00:15,916 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-02-20 09:00:15,995 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-02-20 09:00:16,236 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-02-20 09:00:16,462 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-02-27 07:32:03,622 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1a295a3d: startup date [Wed Feb 27 07:32:03 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-02-27 07:32:05,065 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\Semester 6\DPI\Apache ActiveMQ\apache-activemq-5.15.8\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-27 07:32:05,444 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-02-27 07:32:05,468 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-02-27 07:32:05,473 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 10 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-02-27 07:32:05,568 | INFO  | PListStore:[D:\Semester 6\DPI\Apache ActiveMQ\apache-activemq-5.15.8\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-02-27 07:32:05,768 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-9054-1551249125584-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-27 07:32:05,867 | INFO  | Listening for connections at: tcp://LAPTOP-CPIH0AFD:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-27 07:32:05,867 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-27 07:32:05,876 | INFO  | Listening for connections at: amqp://LAPTOP-CPIH0AFD:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-27 07:32:05,877 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-27 07:32:05,881 | INFO  | Listening for connections at: stomp://LAPTOP-CPIH0AFD:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-27 07:32:05,882 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-27 07:32:05,886 | INFO  | Listening for connections at: mqtt://LAPTOP-CPIH0AFD:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-02-27 07:32:05,887 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-27 07:32:05,895 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-02-27 07:32:05,961 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-02-27 07:32:06,039 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6db7695e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-02-27 07:32:06,127 | INFO  | Listening for connections at ws://LAPTOP-CPIH0AFD:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-02-27 07:32:06,127 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-02-27 07:32:06,128 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-9054-1551249125584-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-27 07:32:06,128 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-02-27 07:32:07,001 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-02-27 07:32:08,140 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-02-27 07:32:08,140 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-02-27 07:32:08,227 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-02-27 07:32:08,539 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-02-27 07:32:08,791 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-02-27 07:39:53,857 | WARN  | Transport Connection to: tcp://127.0.0.1:9091 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9091@61616
2019-02-27 07:39:53,857 | WARN  | Transport Connection to: tcp://127.0.0.1:9163 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9163@61616
2019-02-27 07:39:53,874 | WARN  | Transport Connection to: tcp://127.0.0.1:9084 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9084@61616
2019-02-27 07:39:53,877 | WARN  | Transport Connection to: tcp://127.0.0.1:9107 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9107@61616
2019-02-27 07:39:53,897 | WARN  | Transport Connection to: tcp://127.0.0.1:9108 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9108@61616
2019-02-27 07:39:53,897 | WARN  | Transport Connection to: tcp://127.0.0.1:9078 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9078@61616
2019-02-27 07:39:53,898 | WARN  | Transport Connection to: tcp://127.0.0.1:9165 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9165@61616
2019-02-27 07:39:53,898 | WARN  | Transport Connection to: tcp://127.0.0.1:9076 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9076@61616
2019-02-27 07:39:53,902 | WARN  | Transport Connection to: tcp://127.0.0.1:9109 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9109@61616
2019-02-27 07:39:53,935 | WARN  | Transport Connection to: tcp://127.0.0.1:9164 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9164@61616
2019-02-27 07:39:53,935 | WARN  | Transport Connection to: tcp://127.0.0.1:9098 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9098@61616
2019-02-27 07:39:53,988 | WARN  | Transport Connection to: tcp://127.0.0.1:9105 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9105@61616
2019-02-27 07:42:36,557 | WARN  | Transport Connection to: tcp://127.0.0.1:9267 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9267@61616
2019-02-27 07:42:36,559 | WARN  | Transport Connection to: tcp://127.0.0.1:9220 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9220@61616
2019-02-27 07:42:36,560 | WARN  | Transport Connection to: tcp://127.0.0.1:9221 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9221@61616
2019-02-27 07:42:36,562 | WARN  | Transport Connection to: tcp://127.0.0.1:9262 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9262@61616
2019-02-27 07:42:36,562 | WARN  | Transport Connection to: tcp://127.0.0.1:9259 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9259@61616
2019-02-27 07:42:36,562 | WARN  | Transport Connection to: tcp://127.0.0.1:9256 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9256@61616
2019-02-27 07:42:36,562 | WARN  | Transport Connection to: tcp://127.0.0.1:9260 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9260@61616
2019-02-27 07:42:36,562 | WARN  | Transport Connection to: tcp://127.0.0.1:9257 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9257@61616
2019-02-27 07:42:36,562 | WARN  | Transport Connection to: tcp://127.0.0.1:9258 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9258@61616
2019-02-27 07:42:36,561 | WARN  | Transport Connection to: tcp://127.0.0.1:9255 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9255@61616
2019-02-27 07:42:36,560 | WARN  | Transport Connection to: tcp://127.0.0.1:9271 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9271@61616
2019-02-27 07:42:36,560 | WARN  | Transport Connection to: tcp://127.0.0.1:9254 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9254@61616
2019-02-27 07:42:36,563 | WARN  | Transport Connection to: tcp://127.0.0.1:9268 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9268@61616
2019-02-27 07:42:36,563 | WARN  | Transport Connection to: tcp://127.0.0.1:9265 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9265@61616
2019-02-27 07:42:36,588 | WARN  | Transport Connection to: tcp://127.0.0.1:9266 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9266@61616
2019-02-27 07:42:36,589 | WARN  | Transport Connection to: tcp://127.0.0.1:9228 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9228@61616
2019-02-27 07:42:36,590 | WARN  | Transport Connection to: tcp://127.0.0.1:9253 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9253@61616
2019-02-27 07:42:36,592 | WARN  | Transport Connection to: tcp://127.0.0.1:9264 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9264@61616
2019-02-27 07:42:36,590 | WARN  | Transport Connection to: tcp://127.0.0.1:9261 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9261@61616
2019-02-27 07:42:36,613 | WARN  | Transport Connection to: tcp://127.0.0.1:9270 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9270@61616
2019-02-27 07:42:36,616 | WARN  | Transport Connection to: tcp://127.0.0.1:9235 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9235@61616
2019-02-27 07:42:36,617 | WARN  | Transport Connection to: tcp://127.0.0.1:9274 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9274@61616
2019-02-27 07:42:36,618 | WARN  | Transport Connection to: tcp://127.0.0.1:9272 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9272@61616
2019-02-27 07:42:36,617 | WARN  | Transport Connection to: tcp://127.0.0.1:9269 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9269@61616
2019-02-27 07:42:36,638 | WARN  | Transport Connection to: tcp://127.0.0.1:9249 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9249@61616
2019-02-27 07:42:36,661 | WARN  | Transport Connection to: tcp://127.0.0.1:9242 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9242@61616
2019-02-27 07:50:09,914 | WARN  | Transport Connection to: tcp://127.0.0.1:9350 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9350@61616
2019-02-27 07:50:09,931 | WARN  | Transport Connection to: tcp://127.0.0.1:9342 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9342@61616
2019-02-27 07:50:09,932 | WARN  | Transport Connection to: tcp://127.0.0.1:9363 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9363@61616
2019-02-27 07:50:09,952 | WARN  | Transport Connection to: tcp://127.0.0.1:9355 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9355@61616
2019-02-27 07:50:09,954 | WARN  | Transport Connection to: tcp://127.0.0.1:9328 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9328@61616
2019-02-27 07:50:09,976 | WARN  | Transport Connection to: tcp://127.0.0.1:9320 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9320@61616
2019-02-27 07:50:09,976 | WARN  | Transport Connection to: tcp://127.0.0.1:9321 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9321@61616
2019-02-27 07:50:09,976 | WARN  | Transport Connection to: tcp://127.0.0.1:9356 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9356@61616
2019-02-27 07:50:09,976 | WARN  | Transport Connection to: tcp://127.0.0.1:9357 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9357@61616
2019-02-27 07:50:09,977 | WARN  | Transport Connection to: tcp://127.0.0.1:9360 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9360@61616
2019-02-27 07:50:09,997 | WARN  | Transport Connection to: tcp://127.0.0.1:9335 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9335@61616
2019-02-27 07:50:09,998 | WARN  | Transport Connection to: tcp://127.0.0.1:9358 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9358@61616
2019-02-27 07:50:09,998 | WARN  | Transport Connection to: tcp://127.0.0.1:9361 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9361@61616
2019-02-27 07:50:09,998 | WARN  | Transport Connection to: tcp://127.0.0.1:9359 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9359@61616
2019-02-27 07:50:09,999 | WARN  | Transport Connection to: tcp://127.0.0.1:9362 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9362@61616
2019-02-27 08:53:27,049 | WARN  | Transport Connection to: tcp://127.0.0.1:9502 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9502@61616
2019-02-27 08:53:27,066 | WARN  | Transport Connection to: tcp://127.0.0.1:9495 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9495@61616
2019-02-27 08:53:27,066 | WARN  | Transport Connection to: tcp://127.0.0.1:9529 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9529@61616
2019-02-27 08:53:27,081 | WARN  | Transport Connection to: tcp://127.0.0.1:9479 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9479@61616
2019-02-27 08:53:27,081 | WARN  | Transport Connection to: tcp://127.0.0.1:9480 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9480@61616
2019-02-27 08:53:27,082 | WARN  | Transport Connection to: tcp://127.0.0.1:9520 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9520@61616
2019-02-27 08:53:27,082 | WARN  | Transport Connection to: tcp://127.0.0.1:9519 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9519@61616
2019-02-27 08:53:27,083 | WARN  | Transport Connection to: tcp://127.0.0.1:9522 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9522@61616
2019-02-27 08:53:27,082 | WARN  | Transport Connection to: tcp://127.0.0.1:9521 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9521@61616
2019-02-27 08:53:27,084 | WARN  | Transport Connection to: tcp://127.0.0.1:9526 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9526@61616
2019-02-27 08:53:27,086 | WARN  | Transport Connection to: tcp://127.0.0.1:9524 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9524@61616
2019-02-27 08:53:27,084 | WARN  | Transport Connection to: tcp://127.0.0.1:9528 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9528@61616
2019-02-27 08:53:27,084 | WARN  | Transport Connection to: tcp://127.0.0.1:9527 failed: java.net.SocketException: Unrecognized Windows Sockets error: 0: recv failed | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9527@61616
2019-02-27 08:53:27,083 | WARN  | Transport Connection to: tcp://127.0.0.1:9523 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9523@61616
2019-02-27 08:53:27,111 | WARN  | Transport Connection to: tcp://127.0.0.1:9518 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9518@61616
2019-02-27 08:53:27,111 | WARN  | Transport Connection to: tcp://127.0.0.1:9487 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9487@61616
2019-02-27 08:53:27,113 | WARN  | Transport Connection to: tcp://127.0.0.1:9525 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9525@61616
2019-02-27 08:53:27,131 | WARN  | Transport Connection to: tcp://127.0.0.1:9509 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:9509@61616
2019-02-27 08:59:23,929 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-9054-1551249125584-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-02-27 08:59:23,932 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-02-27 08:59:23,934 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-02-27 08:59:23,935 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-02-27 08:59:23,936 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-02-27 08:59:23,954 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-02-27 08:59:23,972 | INFO  | PListStore:[D:\Semester 6\DPI\Apache ActiveMQ\apache-activemq-5.15.8\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2019-02-27 08:59:23,973 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-02-27 08:59:23,973 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-02-27 08:59:23,973 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-02-27 08:59:24,172 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-9054-1551249125584-0:1) uptime 1 hour 27 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-02-27 08:59:24,173 | INFO  | Apache ActiveMQ 5.15.8 (localhost, ID:LAPTOP-CPIH0AFD-9054-1551249125584-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-02-27 08:59:24,173 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@1a295a3d: startup date [Wed Feb 27 07:32:03 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2019-02-27 08:59:24,207 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
